,workerid,proliferate.condition,order,paraphrase,rating,response,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,DegreeQ,SubjectAuxInv,WhAll,MatrixNegPresent,EmbeddedNegPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixNegation,MatrixDoSupport,MatrixPred1,MatrixPred2,MatVerbPart,Modal,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
79,83,01_pilot_e02,a-the-all,all,0.1,,5,example2,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,83,01_pilot_e02,a-the-all,other,0,,5,example2,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,83,01_pilot_e02,a-the-all,a,0.57,,6,example3,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,83,01_pilot_e02,a-the-all,the,0,,6,example3,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,83,01_pilot_e02,a-the-all,all,0.43,,6,example3,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,83,01_pilot_e02,a-the-all,other,0,,6,example3,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,83,01_pilot_e02,a-the-all,a,0.23,,6,example3,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,83,01_pilot_e02,a-the-all,the,0,,6,example3,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,83,01_pilot_e02,a-the-all,all,0.77,,6,example3,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,83,01_pilot_e02,a-the-all,other,0,,6,example3,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,83,01_pilot_e02,a-the-all,a,0.03,,7,example4,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,83,01_pilot_e02,a-the-all,the,0.97,,7,example4,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,83,01_pilot_e02,a-the-all,all,0,,7,example4,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,83,01_pilot_e02,a-the-all,other,0,,7,example4,[],23,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,896,414,7.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,115,01_pilot_e02,a-the-all,a,0.39,,4,example1,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,115,01_pilot_e02,a-the-all,the,0.61,,4,example1,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,115,01_pilot_e02,a-the-all,all,0,,4,example1,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,115,01_pilot_e02,a-the-all,other,0,,4,example1,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,115,01_pilot_e02,a-the-all,a,0.39,,4,example1,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,115,01_pilot_e02,a-the-all,the,0.61,,4,example1,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,115,01_pilot_e02,a-the-all,all,0,,4,example1,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,115,01_pilot_e02,a-the-all,other,0,,4,example1,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,115,01_pilot_e02,a-the-all,a,0.13,,4,example1,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,115,01_pilot_e02,a-the-all,the,0.28,,4,example1,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,115,01_pilot_e02,a-the-all,all,0.59,,4,example1,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,115,01_pilot_e02,a-the-all,other,0,,4,example1,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,115,01_pilot_e02,a-the-all,a,0.49,,5,example2,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,115,01_pilot_e02,a-the-all,the,0.15,,5,example2,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,115,01_pilot_e02,a-the-all,all,0.36,,5,example2,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,115,01_pilot_e02,a-the-all,other,0,,5,example2,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,115,01_pilot_e02,a-the-all,a,0.21,,6,example3,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,115,01_pilot_e02,a-the-all,the,0.19,,6,example3,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,115,01_pilot_e02,a-the-all,all,0.41,,6,example3,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,115,01_pilot_e02,a-the-all,other,0.19,,6,example3,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,115,01_pilot_e02,a-the-all,a,0.1,,6,example3,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,115,01_pilot_e02,a-the-all,the,0.11,,6,example3,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,115,01_pilot_e02,a-the-all,all,0.65,,6,example3,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,115,01_pilot_e02,a-the-all,other,0.14,,6,example3,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,115,01_pilot_e02,a-the-all,a,0.19,,7,example4,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,115,01_pilot_e02,a-the-all,the,0.71,,7,example4,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,115,01_pilot_e02,a-the-all,all,0.1,,7,example4,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,115,01_pilot_e02,a-the-all,other,1.11E-16,,7,example4,[],24,Yes,,4,1,1,Male,English,Chrome,Windows,864,1536,6.759033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,87,01_pilot_e02,a-the-all,a,0.19,,4,example1,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,87,01_pilot_e02,a-the-all,the,0.21,,4,example1,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,87,01_pilot_e02,a-the-all,all,0.6,,4,example1,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,87,01_pilot_e02,a-the-all,other,0,,4,example1,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,87,01_pilot_e02,a-the-all,a,0.5,,5,example2,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,87,01_pilot_e02,a-the-all,the,0.5,,5,example2,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,87,01_pilot_e02,a-the-all,all,0,,5,example2,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,87,01_pilot_e02,a-the-all,other,0,,5,example2,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,87,01_pilot_e02,a-the-all,a,0.05,,6,example3,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,87,01_pilot_e02,a-the-all,the,0.05,,6,example3,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,87,01_pilot_e02,a-the-all,all,0.9,,6,example3,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,87,01_pilot_e02,a-the-all,other,0,,6,example3,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,87,01_pilot_e02,a-the-all,a,0.29,,7,example4,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,87,01_pilot_e02,a-the-all,the,0.71,,7,example4,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,87,01_pilot_e02,a-the-all,all,0,,7,example4,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,87,01_pilot_e02,a-the-all,other,0,,7,example4,[],56,Yes,Great survey ,3,2,1,Male,English,Chrome,Windows,900,1600,24.49013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,102,01_pilot_e02,the-all-a,the,0.31,,4,example1,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,102,01_pilot_e02,the-all-a,all,0.51,,4,example1,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,102,01_pilot_e02,the-all-a,a,0.09,,4,example1,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,102,01_pilot_e02,the-all-a,other,0.09,,4,example1,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,102,01_pilot_e02,the-all-a,the,0.07,,5,example2,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,102,01_pilot_e02,the-all-a,all,0.33,,5,example2,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,102,01_pilot_e02,the-all-a,a,0.6,,5,example2,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,102,01_pilot_e02,the-all-a,other,0,,5,example2,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,102,01_pilot_e02,the-all-a,the,0.13,,6,example3,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,102,01_pilot_e02,the-all-a,all,0.63,,6,example3,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,102,01_pilot_e02,the-all-a,a,0.24,,6,example3,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,102,01_pilot_e02,the-all-a,other,0,,6,example3,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,102,01_pilot_e02,the-all-a,the,0.46,,7,example4,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,102,01_pilot_e02,the-all-a,all,0.08,,7,example4,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,102,01_pilot_e02,the-all-a,a,0.46,,7,example4,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,102,01_pilot_e02,the-all-a,other,0,,7,example4,[],20,Yes,,2,1,1,Male,english,Chrome,Windows,768,1366,11.50871667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,106,01_pilot_e02,a-the-all,a,0.99,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,106,01_pilot_e02,a-the-all,the,0.01,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
